"","text"
"939"," e detikcom status merebaknya pandemi virus corona dikhawatirkan menambah potensi munculnya badai pemutusan hubungan kerja phk langkah jokowi jokowi "
"940",""
"941","via detikfinance finance detik berita ekonomi bisnis d ragam jokowi cegah phk wabah corona detikcom"
"942"," e syaifulannwar status corona takutin phk kantor susah nyari kerja syaifulannwar"
"943"," e radiomadya status gimana kabar jobseeker yaa usum corona gini fyi perusahaan phk massal yg berlakukah kerja pecinta madya radiomadya"
"944"," e sahsahsaja status gw kena convid tp serang sekejab convid gw serang mart virus yg mendadak menyerang musim "
"945"," phk "
"946"," corona "
"947"," maret "
"948"," semuanyasajaitulebihbaik sahsahsaja "
"949"," e mtaufikmjkt status rezim buzzerp tumbang "
"950",""
"951"," rp tembus ribu dolar as"
"952"," smua elemen rkyt turun k jalan dgn tuntutan mundur "
"953"," phk d kebutuhan pokok imbas dolar impor meraja "
"954"," corona lg bs trkendali "
"955"," ekonomi dunia ambruk total mtaufikmjkt "
"956"," e katadatacoid status dikabarkan phk karyawan pandemi corona klarifikasi gojekindonesia katadata co id berita gojek klarifikasi kabar phk karyawan pandemi corona ‚ ‚Ä katadatacoid"
"957"," e h m h status nanya nih "
"958",""
"959"," korban phk berubah menjai korban meninggal corona "
"960",""
"961"," "
"962",""
"963"," nanya harapan doa"
"964",""
"965","berdoanya semoga virus corona cepat teratasi phk "
"966","masarakat sehat jiwa raga aman sejahtra makmur"
"967",""
"968","merdeka h m h "
"969"," e anzahgyul status dr sblm wabah corona udh stres bngt mkrn takut kena phk skrng panik krna hotel sblh udh bangkrut karyawannya dioper kesini anzahgyul"
"970"," e aczulfikarrm status corona banjir kelaparan phk dolar tabun indonesia cepat sembuh negaraku aczulfikarrm"
"971"," e naukhty status nangis mendadak kena phk grgr corona gmn bayar kuliah motor naukhty "
"972"," e athenasminds status gpp resign pemasukan ntar km kena corona tp kelaparan ga yg jamin lho corona sampe blm lg kestabilan ekonomi indo udh isu perusahaan yg adain phk masal athenasminds"
"973"," e iwanjanuarcom status corona merebak ekonomi nasional menukik rupiah melemah utang ln jatuh tempo daya beli turun phk dimana pajak digenjot twitter cnnindonesia s tatus ‚ ‚Ä iwanjanuarcom"
"974"," e bagasbancak status ‚Äú corona niatku merantau neng pulau dewata nggo golek panggawean terhambat bali nggon pariwisata sepi loker akeh nihil akeh sing keno phk dirumahkan do dolano ben iso kerjo lan do podho ndongo musibah iki cepet rampung amin "
"975",""
"976"," coronajancok bagasbancak"
"977"," e momentpromotion status momentlizer virus corona nggak ngerugiin kesehatan loh orang ‚Äì orang phk pekerja industri pariwisata eo berhubungan negara dan‚Ä instagram p b e larc igshid ubsbj s ig momentpromotion"
"978"," e kompasekonomi status dampak corona serikat pekerja pengusaha lakukan phk money kompas read dampak corona serikat pekerja pengusaha ‚ ‚Ä kompasekonomi"
"979"," e pikiran rakyat status tingkat okupansi hotel lesu imbas corona bayang bayang phk karyawan mengintai dlvr it rsdsm ‚ pikiran rakyat"
"980"," e ompeem status lockdown pengaruh ya masyarakat kelas menengah yg sumber pendapatannya "
"981",""
"982","ga kebayang gmn ortu muter otak bertahan sekelas hotel hotel aj dh phk "
"983",""
"984","semoga virus corona cepat teratasi"
"985"," pejuang rupiah harian semangat jaga kesehata e ompeem"
"986"," e wzhao status wfh g jenis"
"987"," mencegah corona "
"988"," mencegah phk "
"989"," kamuyangmana wzhao "
"990"," e kontannews status wabah corona serikat pekerja pengusaha lakukan phk nasional kontan co id news wabah corona serikat pekerja pengusaha lakukan phk ‚ ‚Ä ketenagakerjaan kontannews"
"991"," e pollingbangsa status defisit neraca pembayaran phk dimana corona dollar melambung gua koq pemimpin ya negara cuman paguyuban wkwkwkwk"
"992",""
"993"," negaradiambangkehancuran e pollingbangsa"
"994"," e socotra status alasan tertuduh penyebab ekonomi turun "
"995",""
"996"," narasi dimana tertuduhnya corona "
"997"," rupiah terpuruk"
"998"," pertumbuhan menurun"
"999"," phk "
"1000"," impor dll"
"1001",""
"1002"," saru yg pindah ibukota "
"1003",""
"1004"," cnnindonesia ekon e socotra "
"1005"," e fatwanurhakim status berat hati direktur utama pt sepi notifikasi merumahkan karyawan alias phk omset perusahaan menurun drastis akibat penyebaran virus corona dimohon pengertiannya karyawan phk terima kasih e fatwanurhakim"
"1006"," e kompasekonomi status dampak corona asosiasi pengusaha phk pilihan money kompas read dampak corona asosiasi pengusaha phk ‚ ‚Ä kompasekonomi"
"1007"," e mellaazrs status parah bgt gilaaa corona store pd kena phk mellaazrs"
"1008"," e ekrutofficial status corona menyebabkan dampak buruk diberbagai negara dampak dirasakan sektor ekonomi bisnis bidang pariwisata sepi phk faktor investasi berkurang negara "
"1009"," coronavirus "
"1010"," dampakcorona "
"1011"," ekrut media dampak c e ekrutofficial"
"1012"," e andro status dear jokowi menakertrans "
"1013",""
"1014","kayaknya deh ngasih instruksi perusahaan‚ mempekerjakan karyawannya ditengah suasana yg genting angka kematian "
"1015",""
"1016"," takut corona takut phk andro "
"1017"," e souvvle status iyalaa virus corona pemasukan dibeberapa perusahaan ngalamin penurunan drastis pemasukan drpd pengeluaran jalan pintas perusahaan ya ngecut karyawannya kesian yg kena phk nyari kerja dimana lg gaada yg e souvvle"
"1018"," e andro status "
"1019"," "
"1020",""
"1021"," "
"1022",""
"1023"," "
"1024"," "
"1025"," fase "
"1026"," takut corona "
"1027"," takut phk "
"1028",""
"1029"," "
"1030"," "
"1031",""
"1032"," "
"1033"," andro "
"1034"," e kontannews status serikat buruh khawatir phk corona kadin nasional kontan co id news serikat b uruh khawatir phk corona kadin ‚ ‚Ä phk kontannews"
"1035"," e kabar status ‚Äòbom waktu‚Äô phk letusan virus corona antarkabarid wordpress bom phk letusan virus corona ‚ ‚Ä kabar"
"1036"," e cnbcindonesia status pengusaha resah corona dorong phk pekerja cnbcindonesia news pengusaha resah corona dorong phk pekerja utm source twitter utm medium oa utm content cnbcindonesia utm campaign cmssocmed ‚ ‚Ä e cnbcindonesia"
"1037"," e nelyzh status kasian kerja didunia ritel phk pengurangan jam kerja pengurangan gaji corona corona cepatlah cepatlah musnah kasian pencari uang receh gimana bayar cicilan e nelyzh "
"1038"," e kembangulaaa status kerja resto jepang gaji beli bantu kena imbas virus corona yup restoku sepi kerja yg libur seminggu x x seminggu gaji kena potong sedih deg degan kena phk e kembangulaaa"
"1039"," e kenkenews status pengusaha resah corona dorong phk pekerja ow ly adw d kt ‚ twitter wgwk lkhy e kenkenews"
"1040"," e indahniyanto status corona oh corona hadirmu pacarku phk nikahnya gw indahniyanto"
"1041"," e askaraofficial status phk akibat corona news twitter sigl e dko e askaraofficial"
"1042"," e industrycoid status pengusaha lawan corona hipmi industri bergerak phk ketua bidang kemaritiman pertanian kehutanan lingkungan hidup badan pengurus pusat bpp hipmi robert muda hartawan menjaga kestabilan ekonomi‚Ä dlvr it rsfcdy industrycoid"
"1043"," e cnnindonesia status club med bantah phk pandemi corona cnnindonesia ekonomi club med bantah phk pandemi corona utm source twitter utm medium oa utm content cnnindonesia utm campaign cmssocmed ‚ ‚Ä cnnindonesia"
"1044"," e mata candra status pengusaha lawan corona hipmi industri bergerak phk industry co id ‚ industry co id read pen gusaha lawan corona hipmi industri bergerak phk xnteel uhv twitter ‚ ‚Ä e mata candra"
"1045"," e kopisusuw status pemerintah lamban bgt nanganin corona ko mentingin ekonomi sih tau lg genting corona blablabla "
"1046",""
"1047","enak emang cangkem ngomong "
"1048","weee goblok ekonomi turun "
"1049","investor ilangan dollar auto "
"1050"," mahal pabrik yg phk dll "
"1051","emang e kopisusuw"
"1052"," e tomangmandala status ga takut corona but at the end of all things yg takutin krisis ekonomi phk kelangkaan sda sembako mahal‚Äî teori permintaan permintaan harga ya allah tolong e tomangmandala"
"1053"," e satzchoochoo status ga lucu fokus mengobati eh tau tau sisi meninggal akibat kelaparan phk akibat ekonomi memburuk virus corona "
"1054"," "
"1055","usaha bangkrut "
"1056"," "
"1057"," seimbang rakyat sektor informal satzchoochoo"
"1058"," e kompascom status pengusaha disarankan pemutusan hubungan kerja phk kondisi perekonomian menentu akibat wabah virus corona dlvr it rsfvpz ‚ kompascom"
"1059"," e luciaberta status tmnku yg kerja homestay ngedumel ngegaji karywn pke nih iya ga bs dipungkiri akbt corona unt kota yg mngandalkan pariwisata kyk jogja bali imbasnya sgt blm lg tmn agen travel mrk dpt unpaid leave kmgknan klau kdpn blm jg oke phk trkh luciaberta"
"1060"," e akuyangbahagiaa status kena phk mendadak akibat perekonomian indonesia yg anjlok wabah corona yg menyebabkan lockdown dikantor ku org diphk mendadak huhu"
"1061",""
"1062"," indonesianeedrizalramli e akuyangbahagiaa"
"1063"," e sindonewsekbis status hipmi berjuang phk pandemi corona goo gl fb hbhmr ‚ sindonewsekbis"
"1064"," e metrobatam status club med bantah karyawan phk akibat corona metrobatam club m ed bantah karyawan phk akibat corona ‚ ‚Ä twitter rlsep ur metrobatam "
"1065"," e kerberooz status adem gmana ya koh pertamina jdkn rs prtamina jd rs khusus corona wardah sumbang jg"
"1066",""
"1067","dkondisi skrg prshn nervous impor export tbts rp lemah tghn tertunda gaji loan hrs dbyr "
"1068","mrk hrs strategy kl dmpak gmn syukur smp phk rakyat jg yg kena surviv e kerberooz"
"1069"," e rakaams status corona ajggg temen gua kena phk bangsat rakaams"
"1070"," e silihungg status nga company worst scenario lockdown phk massal menyesakkan mas memutuskan tutup memecat orang an e silihungg"
"1071"," e yupsgood status phk corona mantep e yupsgood"
"1072"," e stepforward status yg pekerja harian hidup blangsak kluarga ga keurus tabungan menipis kena phk dgn alasan corona fuck e stepforward "
"1073"," e rmolnetwork status corona hipmi pelaku ekonomi lakukan phk besaran ekbis rmol id read corona hipmi pelaku ekonomi lakukan phk besaran ‚ ‚Ä e rmolnetwork"
"1074"," e sngghfzn status corona ganggu bet asli perusahaan nge phk pekerjanya kasian kondisi kek gini nyari kerjaan laen sulit cepet ilang ya corona ganggu sngghfzn"
"1075"," e pubinform status hipmi berjuang phk pandemi corona "
"1076"," pubinfo id beritapub hipm i berjuang phk pandemi corona html ‚ ‚Ä pubinform"
"1077"," e nusantara tv status pandemi corona kian meluas gojek phk karyawan ift tt jveo ‚ nusantara tv"
"1078"," e butet harahap status "
"1079"," lukman mth "
"1080",""
"1081","situasional skrg berubah duitnya utk bantu buruh korban phk sektor pariwisata "
"1082",""
"1083","minahasa bali terpukul wabah corona "
"1084",""
"1085"," wisatawan manado turis cina "
"1086",""
"1087"," bali manado dibantu duluan "
"1088",""
"1089"," m detik finance berita ekon butet harahap"
"1090"," e abbiekoes status cmiiw kondisi corona perusahaan terpaksa memberhentikan pekerja menyelamatkan perusahaan darurat pesangon dibayarkan sesuai ketentuan pekerja terkena phk simpanan menghadapi pandemi abbiekoes"
"1091"," e salehdaulay status anggota komisi ix dpr usul pengusaha phk pekerja merebaknya corona kumparan ‚ kumparan kumparannews a nggota komisi ix dpr usul pengusaha phk pekerja merebaknya corona t hzmdwkbc ‚ ‚Ä salehdaulay"
"1092"," e sorotnews status corona hipmi pelaku ekonomi lakukan phk besaran sorot net ten gah corona hipmi pelaku html ‚ ‚Ä sorotnews"
"1093"," e gatra news status dampak corona apindo kepri pengusaha lakukan phk gatra detail news ekonomi dampak corona apindo kepri pengusaha lakukan phk ‚ ‚Ä gatra news"
"1094"," e fathranazrul status wabah corona tolong perusahaan lakukan phk "
"1095"," stoppolitikfokuscorona phk "
"1096"," coronaviruspandemic covid "
"1097"," hipmidukungpemerintah jpnn news wabah corona tolong perusahaan lakukan phk xnxxqq s h twitter ‚ ‚Ä fathranazrul"
"1098"," e merdekadotcom status virus corona hipmi pengusaha lakukan phk massal dlvr it rshj q ‚ merdekadotcom"
"1099"," e kristyaranggaaa status please god stop this shit corona gua seminggu keterima kerja phk kristyaranggaaa"
"1100"," e salehdaulay status kegiatan usaha lesu corona dpr harap perusahaan phk pekerja jurnas artikel kegiatan usaha lesu corona dpr harap perusahaan phk pekerja xnyfmgmcr a twitter ‚ ‚Ä salehdaulay"
"1101"," e slothy status baghdad membeli manggo"
"1102"," islambad membawa coklat"
"1103"," menghadap rosario"
"1104"," ak menghadap kiblat"
"1105"," lovestory "
"1106",""
"1107","dear bang radenrauf butuh menang vocher ovo uang abis krna phk gr corona twitter f dw ig ps e slothy "
"1108"," e analisbisnis status business plan series "
"1109","eps "
"1110",""
"1111"," tren penyebaran corona mall bioskop dll menyusut drastis"
"1112",""
"1113","pengurangan jam operasional berujung profit phk "
"1114",""
"1115"," sensitif thd yg mempengaruhi bi e analisbisnis"
"1116"," e lebhor status pemerintah memikirkan nasib pekerja yg phk rumahkan covid "
"1117","trs terang corona lg yg takutin tp tagihan dr finance motor pinjol dll yg dtng menghatui dngn ancaman dr debcolector e lebhor"
"1118"," e hestihidayat status sedih bgt pas baca td pagi corona jd ngaruh bgt kantor ku yg bergerak dibidang restoran "
"1119","sampe orang kantornya kek kena imbasnya pengurangan karyawan "
"1120",""
"1121","semoga cepet membaik biar nggak phk t e hestihidayat "
"1122"," e klikanggaran status baetul khoeri corona pekerja dibayangi ancaman phk klikanggaran kebijakan baet ul khoeri corona pekerja dibayangi ancaman phk html ‚ ‚Ä e klikanggaran"
"1123"," e presmedia id status terdampak corona perusahan transportasi bintan phk rumahkan karyawanya presmedia id berita te rdampak corona perusahan transportasi bintan phk rumahkan karyawanya html ‚ ‚Ä twitter gngly nctf e presmedia id"
"1124"," e kepriinfo status terdampak corona perusahan transportasi bintan phk rumahkan karyawanya presmedia id berita te rdampak corona perusahan transportasi bintan phk rumahkan karyawanya html ‚ ‚Ä twitter pp mwlnta kepriinfo"
"1125"," e cicime status pariwisata sektor terkait kena dampak phk mengancam efek corona mengandalkan pemerintah darurat persiapan memecahkan dr sisi ekonomi peran kelompok masyarakat dr level rt top level e cicime "
"1126"," e thewindariana status kayak gini vitamin emang dibutuhin kerja perusahaan produksi vitamin obat keuntungan emang dapet "
"1127",""
"1128"," merasakan ketidak untungan krna corona phk krna usaha tutup thewindariana"
"1129"," e patbingsuh status koh gamau ngehibur nih abis phk gegara corona pengen ketemu wayv nih koh kali abis ketemu wayv bahagia twitter lix lee sta tus ‚ ‚Ä patbingsuh "
"1130"," e lip bisnis status hipmi pengusaha phk karyawan akibat pandemi corona dlvr it rsjmtb ‚ twitter gxywx yn lip bisnis"
"1131"," e maytaeee status sampe besok santai ga tau nasib senin kerja phk nunggu giliran nangis kerja lg pengurangan karyawan an issuenya si corona e maytaeee "
"1132"," e giovanneiiii status gegara corona nih terancam phk bisnis ekonomi menurun e giovanneiiii"
"1133"," e salehdaulay status dpr phk wabah corona m jpnn news dpr janga n phk wabah corona ‚ ‚Ä corona via jpnncom salehdaulay"
"1134"," e nyongamq status corona smpe bnyak yg phk "
"1135",""
"1136","krn hunian bidang perhotelan menurun e nyongamq "
"1137"," e maytaeee status seminggu yg ngeluh tempatku ga libur minggu corona kabar pengurangan karyawan an milih kerja dibanding kena phk e maytaeee "
"1138"," e rissa septiyani status semoga cepat selesai corona biar phk e rissa septiyani"
"1139"," e adykzer status corona anjing yg phk temen adykzer"
"1140"," e nanadhifah status dear corona yuk selesai main main orang phk perekonomian memburuk puas rebahan kasur puas istirahat pengen ramadhan tenang e nanadhifah "
"1141"," e edimaha status gerombolan boss tarik dana gelombang phk bangkrutnya usaha bank gagal bayar mati kelaparan virus ekonomi hancur bantuan nama corona ratusan t doping rupiah riba edimaha "
"1142"," e ilhaamdiputra status positif corona gaji ga dibayar phk twitter iwakiting stat us ‚ ‚Ä ilhaamdiputra"
"1143"," e cadburyplain status corona sayang tutup recruitment pengurangan jam kerja part time biar karyawan bs tetep dipertahankan ga phk masal e cadburyplain"
"1144"," e yogadikurnia status ngerasain gimana dampaknya orang yg kerjanya perusahaan pariwisata kayak gini "
"1145"," orang yg gatau dampak virus kena phk alesan virus corona menyebar dimana perusahaan gaada pemasukan e yogadikurnia"
"1146"," e topinfo id status fakta pelarangan phk tekanan virus corona topinfo id fak ta pelarangan phk tekanan virus corona ‚ ‚Ä e topinfo id"
"1147"," e nadhzava status corona wabahnya bahaya "
"1148","potensi akibat wabah merambah sektor"
"1149"," khawatir gelombang phk nadhzava"
"1150"," e nuratnii status barusan bahas phk akibat corona nuratnii"
"1151"," e egyaryanda status sekedar informasi info pekerja phk akibat corona dirumahkan pemotongan shift kerja resto mall majagement pusing sepinya pengunjung "
"1152",""
"1153"," krisisekonominyasudahmulaiterasa egyaryanda"
"1154"," e danisaadeli status phk efek corona nyo danisaadeli"
"1155"," e armanhermawan status perusahaan operasi diam dirumah ya bolos phk "
"1156"," pemerintah putuskan lokdon atasi corona diam dirumah phk armanhermawan "
"1157"," e salehdaulay status phk wabah corona riaupos jawapos nasional phk wabah corona html ‚ ‚Ä riaupos jawapos nasional burl site d ‚ ‚Ä salehdaulay"
"1158"," e edysantosoo status maaf mas gua orang miskin pekerja kantoran liburin coba lu bayangin deh lu kena virus corona lu susah phk kerjaan lu ngelamar susah liat itali negara maju kewalahan gimana e edysantosoo"
"1159"," e kumparan status akibat corona perusahaan kehilangan penghasilannya mengajukan phk karyawan userstory kumparan kepripedia dam virus corona perusahaan batam ajukan phk karyawan t d iyeqdi utm medium post utm sou e kumparan"
"1160"," e wildanradista status kejadian corona berlarut larut phk dimana inflasi meningkat ekonomi memburuk harga bahan pokok dll "
"1161",""
"1162","keegoisan berdampak buruk nyawa orang wildanradista"
"1163"," e phk status neue zeitrechnung "
"1164","vor und nach corona e phk "
"1165"," e kepripediacom status akibat corona perusahaan kehilangan penghasilannya mengajukan phk karyawan kepripediaje kumparan kepripedia dam virus corona perusahaan batam ajukan phk karyawan t d iyeqdi ‚ ‚Ä e kepripediacom"
"1166"," e allanrisw status fakta pelarangan phk tekanan virus corona ift tt xzkiec ‚ e allanrisw"
"1167"," e penyokz status lantas kebijakan kemnaker terkait perusahaan mem phk an karyawannya lantaran corona situasi sulit dibutuhkan kebijakan pro rakyat wajar pengurangan karyawan nasib rakyat penyokz"
"1168"," e penyokz status karyawan travel hotel jasa dll merasakan pil pahit kebijakan perusahaan serba salah phk salah nggak phk bingung bayar gajinya pr kemnaker memikirkan solusi karyawan sekedar himbauan a b c d terkait corona penyokz"
"1169"," e ribkarth status i don t understand perusahaan yg melangsungkan phk disaat tjdnya wabah corona "
"1170","bingung gt "
"1171","tetangga tuh gabisa kerja krn disuruh mengundurkan "
"1172"," ribkarth"
"1173"," e cnbcindonesia status corona sebabkan gelombang phk waspada keresahan sosial cnbcindonesia news corona sebabkan gelombang phk waspada keresahan sosial utm source twitter utm medium oa utm content cnbcindonesia utm campaign cmssocmed ‚ ‚Ä e cnbcindonesia"
"1174"," e baehally status efek corona "
"1175","abang yg yg kuliah cilacap disuruh pulang"
"1176","abang yg phk "
"1177",""
"1178","ya allah semoga cepat semoga rencana lebh amiin e baehally"
"1179"," e septhianbagas status wahhh gimana mbak gamau staydirumah anggep enteng gimana nasib yg kerja keluarga trus iya tetep ga kerja wabah corona hilang statusnya phk mbak septhianbagas"
"1180"," e selmaladydiana status karyawan yg tetiba phk gegara corona kasian bgt ya "
"1181","membuka mata bgt nomer nabung aset selmaladydiana"
"1182"," e adriannada status abis dicurhatin temen kena phk pengurangan karyawan salah mall jogja miris banget disatu sisi sehat disisi ga dapet pemasukan imbas corona "
"1183",""
"1184"," berdoa semoga cepet selesai adriannada"
"1185"," e bayunurdiyawan status hantu phk pusaran virus corona bayunurdiyawan"
"1186"," e alinsafirap status nyumpah in pengusaha yg tolong pemerintah dampak corona bisnis tolong udh disumpahin ditolong dampak phk massal ikutan ngeluh pemrintah alinsafirap"
"1187"," e mamashard status musibah virus corona prusahaan yg memilih mem phk karyawan kerugian perusahaan alami nasib pekerja menafkahi keluarga ketar ketir takut kena phk pejuangcovid mamashard"
"1188"," e pedjuangnkri status cnbcindonesia news corona sebabkan gelombang phk waspada keresahan sosial ‚ ‚Ä efek virus corona menyebabkan gelombang phk yg ekonomi jurang resesi wabah genjot sektor padat karya yg menyedot e pedjuangnkri"
"1189"," e budiwdp status ditambah epidemi covid pelan tp akn bnyk dampaknya thdp pabrik yg mengandalkan bhn baku dr tiongkok industri footwear bnyk jg yg merumahkan karyawannya krn kelangkaan bhn baku utk produksi phk dmn pengangguran kriminalitas budiwdp"
"1190"," e antarakalbar status china cegah phk massal dampak covid news kalimantan barat antarakalbar"
"1191"," e antarakalbar status china cegah phk massal dampak covid kalbar antaranews berita china cegah phk massal dampak covid utm source dlvr it utm medium twitter antarakalbar"
"1192"," e pelancongtua status kamerad yudian mbok ya mikir rakyat gelombang phk sdh bergulung gulung biaya hidup "
"1193"," utangnegaranaik wabah covid rembukkan"
"1194","nasional stop euphoria msk istana sebentar sbbajal "
"1195"," sbb gr mumet berhentikan "
"1196"," e pelancongtua"
"1197"," e por phk status t way twayairbkk "
"1198",""
"1199"," e b a e b b e b a e b b e b a e b e b e b b e b ab e b a e b b e b e b por phk"
"1200"," e hanafi status ganjarpranowo gimana negatif covid tbc hiv tdk khawatir tpi rskariadi ga penyebab kena pneumonianya tolong pk phk rs penjelasan lngkap krena yg bkin rakyat khawat e hanafi "
"1201"," e quintusdias status banjir covid tungguin phk temen g yg pengusaha jg tahap nangis phk masif br nyesel yg gaji tp produktifitas melempem e quintusdias "
"1202"," e bambang hesti status antisipasi dampak ekonomi akibat covid pacu produk kesehatan imunitas utk konsumsi dn ekspor bangun pasar seni umkm kab kota utk tampung korban phk sektor industri guyurkan anggaran bansos bentuk holding bumn nelayan utk eksplor zee laut ri ebt lanjutk e bambang hesti"
"1203"," e patriot status intruksi gubernur aniesbaswedan nomor peningkatan kewaspadaan trhdp risiko penularan infeksi coronavirus disease covid smua phk bwh struktur pmerintahn provinsi dkijakarta mlakukn lngkah antisipasif trhdp pnyebaran wbh virus cr patriot "
"1204"," e syafriadi asri status bubarkan bpip phk staf khusus milenial bubar ksp karyawannya alihkan dana milyar buzzerp anggaran penanggulangan virus covid utama alihkan rencana bailout jiwasraya subsidi bpjs tunggakan rs lunasi e syafriadi asri"
"1205"," e hotradero status penjualan mobil china anjlok dibandingkan akibat wabah covid "
"1206",""
"1207"," pembelian masyarakat puluhan pabrik mobil terancam bangkrut bersamaan puluhan ribu pekerja terancam phk hotradero"
"1208"," e antaranews bali status pengusaha perhotelan diimbau phk karyawan pegawai hotel melayani wisatawan kawasan sanur denpasar bali selasa tingkat hunian hotel bali turun persen merebaknya wabah virus covid pemprov bali‚Ä bali antaran antaranews bali"
"1209"," e jongsus status lg perlambatan ekonomi ga direspon pemerintah uang hilang t dr bursa dlm sepekan rupiah memble phk fundamental ekonomi domestik lemah utang nambah cb mba najwa bantu sebutin kebijakan efektif efisien penanganan covid by jokowi n gengs e jongsus "
"1210"," e risyiana status covid impact is already felt in bali hotels are empty march cancelation is peaking and my tax consultant told me this morning that one of his clients are asking the legality of postponing galungan thr for staff they simply couldn‚Äôt afford it talks of phk are brewing risyiana"
"1211"," e tabanant status dampak dr sbh media dimana media senjata bermata menampik media butuhkan "
"1212"," dampak media dibandingkan virus covid "
"1213","pernahkan media mengungkap yg sembuh"
"1214"," phk dirumahkan beda dg p e tabanant"
"1215"," e radioelshinta status mengukur dampak virus corona jenis covid perekonomian indonesia berujungan phk an mengantisipasinya "
"1216",""
"1217","simak diskusiinteraktifelshinta wakil ketua himpunan kawasan industri indonesia darwoto radioelshinta"
"1218"," e bp hasbijunaedi status penyakit corona covid hubungan dgn perekonomian indonesia berujung phk besar‚ an warga jagalah kesehatan dgn sebaik‚ didramatisir penyakit corona yg kematian kematian tuhan ta e bp hasbijunaedi"
"1219"," e radioelshinta status mengukur dampak virus corona jenis covid perekonomian indonesia berujungan phk an mengantisipasinya "
"1220",""
"1221","simak diskusiinteraktifelshinta sekretaris jenderal federasi serikat pekerja metal indonesia fspmi riden hatam radioelshinta"
"1222"," e radioelshinta status mencermati virus corona jenis covid tanah air berdampak perekonomian memicu phk massal "
"1223",""
"1224","simak komisiandaelshinta elshinta streaming jakarta radioelshinta"
"1225"," e tirtoid status covid momok menakutkan pekerja sektor pariwisata "
"1226",""
"1227"," mudah menyebar menjangkit "
"1228"," industri lesu pengusaha merugi phk mengintai pekerja "
"1229",""
"1230"," tirtoid"
"1231"," e radioelshinta status perekonomianri airlangga hartarto phk karyawan‚ pt indosat tbk persaingan usaha dampak covid kemenko perkonomian jakarta siang sdr elshintaedisisiang radioelshinta"
"1232"," e ferizandra status quote tingkat hunian hotel bali turun persen merebaknya wabah covid pemprov bali mengimbau pengusaha hotel phk penurunan kunjungan wisatawan "
"1233"," bbc indonesia indonesia ferizandra"
"1234"," e gungung status quote tingkat hunian hotel bali turun persen merebaknya wabah covid pemprov bali mengimbau pengusaha hotel phk penurunan kunjungan wisatawan "
"1235"," bbc indonesia indonesia e gungung "
"1236"," e gungung status quote tingkat hunian hotel bali turun persen merebaknya wabah covid pemprov bali mengimbau pengusaha hotel phk penurunan kunjungan wisatawan "
"1237"," e gungung "
"1238"," e nusantara tv status ekonomi nusantaratv industri ancaman virus corona dpr phk utm source husen "
"1239",""
"1240","virus corona covid merebak pekerja terkena dpr mengharapkan phk nusantara tv"
"1241"," e antarabiz status perusahaan bintan ajukan phk ratusan karyawan akibat covid dlvr it rrwlc e antarabiz"
"1242"," e antarabengkulu status dampak covid perusahaan bintan phk ratusan karyawan news bengkulu antarabengkulu"
"1243"," e jawapos status perusahaan ajukan phk ratusan karyawan covid jawapos"
"1244"," e auliarahmanl status perusahaan bintan ajukan phk ratusan karyawan akibat covid auliarahmanl"
"1245"," e havidkecil status meh ramadhan ekonomi kacau covid arab obral minyak mentah pertanda buruk merembet phk mengintai buruh oh shit wes tau ngersakna pas phk thn pokke nek ora nyekel dwek ra aman havidkecil"
"1246"," e antarabiz status anggota dpr ingatkan covid sebabkan phk e antarabiz"
"1247"," e inilahdotcom status covid perusahaan phk ratusan karyawanya inilahdotcom"
"1248"," e harianneraca status dpr ingatkan phk terkait covid neraca co id article harianneraca"
"1249"," e elljay status yeah it was fantastic why the phk is that more important than covid response elljay "
"1250"," e merdekadotcom status perusahaan mengajukan phk karyawannya terdampak virus corona covid rencananya phk diberlakukan maret merdekadotcom"
"1251"," e akbartride status headline menerus muncul "
"1252"," virus corona covid "
"1253"," pro kontra omnibus law "
"1254"," phk aice "
"1255"," kenaikan biaya bpjs kesehatan dibatalkan ma "
"1256"," pembunuhan yg perempuan anak berusia "
"1257"," serie a resmi ditunda "
"1258"," digimon last evolution akbartride"
"1259"," e jpnncom status perusahaan star jet bergerak bidang travel agen khusus turis tiongkok mengajukan phk karyawannya terdampak covid wabahviruscorona jpnncom"
"1260"," e prast lampard status perusahaan ajukan phk ratusan karyawan covid "
"1261"," prast lampard"
"1262"," e radar malang status covid paksa sxsw phk sepertiga staf radarmalang id covid paksa sxsw phk sepertiga staf utm source dlvr it utm medium twitter radar malang"
"1263"," e radar malang status covid paksa sxsw phk sepertiga staf zetizen id covid paksa sxsw phk sepertiga staf utm source dlvr it utm medium twitter radar malang"
"1264"," e radar malang status covid paksa sxsw phk sepertiga staf tugumalang covid paksa sxsw phk sepertiga staf utm source dlvr it utm medium twitter radar malang"
"1265"," e bitterbale status takut phk kena covid wkwkwk e bitterbale"
"1266"," e metro tv status topnewsmetrotv kalangan pengusaha phk akibat penyebaran viruscorona perekonomian melambat kadin indonesia industri terpukul akibat wabah covid "
"1267"," metrotvnews live metro tv"
"1268"," e musasyihab status yg parah covid dampak ekonominya banget dampaknya usaha penunuruan omset tajam bisnis level raksasa level umkm potensi pemotongan gaji phk musasyihab"
"1269"," e julidpincess status kebagian kantor gur unpaid gegara si covid inih keep praying yak be grateful belom sampe tahap phk this too shall pass e julidpincess"
